"","Page","URL","og.title","Pageviews","Unique.Pageviews","Avg..Time.on.Page","Entrances","Bounce.Rate","X..Exit","Page.Value","title"
"389","/issue/plague-us-shootings-continues-survivors-mourn-inaction","http://americamagazine.org/issue/plague-us-shootings-continues-survivors-mourn-inaction",NA,"140","135","0:04:10","106","83.96%","82.14%","$0.00","unknown"
"390","/issue/100/humanae-vitae-25-years-later","http://americamagazine.org/issue/100/humanae-vitae-25-years-later",NA,"139","122","0:05:20","118","90.68%","85.61%","$0.00","'Humanae Vitae' 25 Years Later"
"391","/issue/reply-all-110","http://americamagazine.org/issue/reply-all-110",NA,"139","133","0:02:11","54","92.59%","60.43%","$0.00","Reply All: America’s readers respond"
"392","/users/jim-mcdermott","http://americamagazine.org/users/jim-mcdermott",NA,"139","120","0:01:18","37","62.16%","44.60%","$0.00","Jim McDermott"
"393","/content/all-things/study-quran-and-battle-against-ignorance","http://americamagazine.org/content/all-things/study-quran-and-battle-against-ignorance",NA,"138","131","0:10:54","127","81.10%","92.03%","$0.00","Studying the Quran as a Catholic"
"394","/issue/742/article/last-days-st-vincents","http://americamagazine.org/issue/742/article/last-days-st-vincents",NA,"137","128","0:10:34","126","82.81%","89.78%","$0.00","The Last Days Of St. Vincents"
"395","/issue/434/faith-focus/sign-cross","http://americamagazine.org/issue/434/faith-focus/sign-cross",NA,"136","125","0:08:56","123","85.37%","89.71%","$0.00","The Sign of the Cross"
"396","/issue/colonial-creations","http://americamagazine.org/issue/colonial-creations",NA,"136","126","0:09:56","109","84.40%","87.50%","$0.00","Sykes-Picot and the making of the modern Middle East"
"397","/issue/encountering-jesus","http://americamagazine.org/issue/encountering-jesus",NA,"136","116","0:04:44","113","87.61%","83.09%","$0.00","Encountering Jesus"
"398","/issue/witnesses-freedom-theme-fortnight-religious-liberty","http://americamagazine.org/issue/witnesses-freedom-theme-fortnight-religious-liberty",NA,"136","130","0:03:39","93","78.72%","76.47%","$0.00","'Witnesses to Freedom' theme of church's fortnight for religious liberty"
"399","/content/all-things/pope-francis-dignity-labor","http://americamagazine.org/content/all-things/pope-francis-dignity-labor",NA,"135","120","0:10:47","120","86.67%","88.89%","$0.00","Pope Francis on the Dignity of Labor"
"400","/issue/100/what-theology-and-not","http://americamagazine.org/issue/100/what-theology-and-not",NA,"135","128","0:07:30","128","92.19%","92.59%","$0.00","What Theology Is and Is Not"
"401","/issue/5129/article/lost-generation","http://americamagazine.org/issue/5129/article/lost-generation",NA,"135","128","0:04:53","126","89.76%","91.11%","$0.00","A Lost Generation?"
"402","/issue/great-gift-laudato-si","http://americamagazine.org/issue/great-gift-laudato-si",NA,"135","112","0:02:41","61","73.44%","59.26%","$0.00","The Great Gift of ‘Laudato Si’’"
"403","/issue/pope-calls-abortion-euthanasia-ivf-sins-against-god-creator","http://americamagazine.org/issue/pope-calls-abortion-euthanasia-ivf-sins-against-god-creator",NA,"135","120","0:05:14","118","84.03%","86.67%","$0.00","Pope calls abortion, euthanasia, IVF sins 'against God the creator'"
"404","/users/editors-0","http://americamagazine.org/users/editors-0",NA,"134","115","0:00:35","9","33.33%","21.64%","$0.00","The Editors"
"405","/users/kerry-weber","http://americamagazine.org/users/kerry-weber",NA,"133","109","0:01:18","65","50.77%","42.86%","$0.00","Kerry Weber"
"406","/generationfaith","http://americamagazine.org/generationfaith",NA,"130","109","0:00:34","25","60.00%","26.92%","$0.00","Generation Faith"
"407","/issue/423/article/vatican-ii-myth-and-reality","http://americamagazine.org/issue/423/article/vatican-ii-myth-and-reality",NA,"130","121","0:04:38","117","85.47%","86.15%","$0.00","Vatican II: The Myth and the Reality"
"408","/issue/440/article/chosen-path","http://americamagazine.org/issue/440/article/chosen-path",NA,"130","82","0:00:29","82","41.46%","63.08%","$0.00","The Chosen Path"
"409","/issue/pope-francis-open-study-women-deacons","http://americamagazine.org/issue/pope-francis-open-study-women-deacons",NA,"130","120","0:03:53","83","81.93%","73.08%","$0.00","Pope Francis: Let's study idea of ordaining women as deacons"
"410","/users/francis-x-clooney-sj","http://americamagazine.org/users/francis-x-clooney-sj",NA,"130","108","0:00:48","63","53.97%","50.00%","$0.00","Francis X. Clooney, SJ"
"411","/content/all-things/god-chooses-despised-interview-2015-templeton-prize-laureate-jean-vanier","http://americamagazine.org/content/all-things/god-chooses-despised-interview-2015-templeton-prize-laureate-jean-vanier",NA,"129","113","0:09:33","111","68.75%","86.05%","$0.00","God Chooses the Despised: An Interview with 2015 Templeton Prize Laureate Jean Vanier"
"412","/users/terrance-w-klein","http://americamagazine.org/users/terrance-w-klein",NA,"129","84","0:00:34","28","42.86%","22.48%","$0.00","Terrance W. Klein"
"413","/huntprize","http://americamagazine.org/huntprize",NA,"128","121","0:01:48","94","80.85%","69.53%","$0.00","The George W. Hunt, S.J. Prize"
"414","/issue/new-jesuit-saint","http://americamagazine.org/issue/new-jesuit-saint",NA,"127","103","0:03:58","103","86.41%","78.74%","$0.00","A New Jesuit Saint"
"415","/classifieds/jobs/executive-director","http://americamagazine.org/classifieds/jobs/executive-director",NA,"126","123","0:00:29","5","60.00%","30.16%","$0.00","unknown"
"416","/toc-past/2016-05-09","http://americamagazine.org/toc-past/2016-05-09",NA,"126","96","0:00:58","25","44.00%","17.46%","$0.00",NA
"417","/toc-past/2016-07-04","http://americamagazine.org/toc-past/2016-07-04",NA,"126","82","0:00:40","4","0.00%","15.08%","$0.00",NA
"418","/issue/astounding-mercy","http://americamagazine.org/issue/astounding-mercy",NA,"124","113","0:06:11","100","90.00%","83.06%","$0.00","An Astounding Mercy: The conversion of the man who killed St. Maria Goretti"
"419","/issue/470/faith-focus/catholic-among-amish","http://americamagazine.org/issue/470/faith-focus/catholic-among-amish",NA,"123","118","0:12:22","115","88.79%","94.31%","$0.00","A Catholic Among the Amish"
"420","/issue/call-virtue","http://americamagazine.org/issue/call-virtue",NA,"123","117","0:05:44","114","87.72%","89.43%","$0.00","A Call to Virtue"
"421","/sections/ideas","http://americamagazine.org/sections/ideas",NA,"123","109","0:01:06","51","98.04%","57.72%","$0.00","Ideas"
"422","/catholiced","http://americamagazine.org/catholiced",NA,"122","115","0:05:26","112","91.96%","93.44%","$0.00","The Future of Catholic Schools"
"423","/issue/‘i-am-sinner’","http://americamagazine.org/issue/‘i-am-sinner’",NA,"122","111","0:04:57","105","83.81%","81.15%","$0.00","‘I Am a Sinner’"
"424","/issue/article/good-conscience","http://americamagazine.org/issue/article/good-conscience",NA,"122","112","0:04:10","80","83.75%","72.13%","$0.00","There are few, if any, simple “recipes” for what following a formed and informed conscience looks like."
"425","/content/dispatches/ireland-silenced-priest-speaks","http://americamagazine.org/content/dispatches/ireland-silenced-priest-speaks",NA,"121","117","0:05:23","45","78.26%","66.94%","$0.00","In Ireland, a ‘silenced’ priest speaks"
"426","/issue/culture/early-first-lady","http://americamagazine.org/issue/culture/early-first-lady",NA,"121","108","0:03:29","43","86.05%","47.11%","$0.00","An Early First Lady"
"427","/issue/francis-dream-europe","http://americamagazine.org/issue/francis-dream-europe",NA,"121","111","0:04:03","26","84.62%","53.72%","$0.00","Pope Francis’ Dream for Europe"
"428","/issue/ignatius-way","http://americamagazine.org/issue/ignatius-way",NA,"121","113","0:09:17","68","79.71%","83.47%","$0.00","Ignatius' Way"
"429","/issue/james-martin-sj-jesus","http://americamagazine.org/issue/james-martin-sj-jesus",NA,"121","110","0:10:44","107","79.44%","86.78%","$0.00","James Martin, S.J., on 'Jesus'"
"430","/television","http://americamagazine.org/television",NA,"121","101","0:01:09","56","96.43%","55.37%","$0.00","Television"
"431","/toc-past/2016-05-10","http://americamagazine.org/toc-past/2016-05-10",NA,"121","90","0:01:10","83","42.17%","40.50%","$0.00",NA
"432","/classified/389","http://americamagazine.org/classified/389",NA,"120","75","0:00:32","64","34.38%","30.00%","$0.00","Jobs"
"433","/issue/my-jesuit-formation","http://americamagazine.org/issue/my-jesuit-formation",NA,"120","115","0:03:02","66","86.36%","68.33%","$0.00","How the Jesuits transformed my life"
"434","/issue/vatican-judges-pledge-fight-human-trafficking","http://americamagazine.org/issue/vatican-judges-pledge-fight-human-trafficking",NA,"120","108","0:04:39","90","81.11%","79.17%","$0.00","Vatican summit of judges pledges aid to fight human trafficking"
"435","/issue/laudato-si-map","http://americamagazine.org/issue/laudato-si-map",NA,"119","107","0:07:07","98","86.73%","84.87%","$0.00","Laudato si': A 'Map'"
"436","/issue/marriage-prep","http://americamagazine.org/issue/marriage-prep",NA,"119","109","0:01:05","32","58.06%","37.82%","$0.00","Marriage Prep"
"437","/issue/message-mercy","http://americamagazine.org/issue/message-mercy",NA,"119","109","0:04:04","103","89.32%","87.39%","$0.00","The Message of Mercy"
"438","/content/all-things/faith-technology-qa-peter-thiel","http://americamagazine.org/content/all-things/faith-technology-qa-peter-thiel",NA,"118","114","0:10:08","114","82.61%","95.76%","$0.00","Faith & Technology: Q&A with Peter Thiel"
"439","/issue/culture/leadership-blinkered","http://americamagazine.org/issue/culture/leadership-blinkered",NA,"118","109","0:03:04","37","83.78%","47.46%","$0.00","Leadership Blinkered"
"440","/users/raymond-schroth","http://americamagazine.org/users/raymond-schroth",NA,"118","106","0:01:32","57","58.93%","38.14%","$0.00","Raymond A. Schroth"
"441","/content/all-things/gods-not-fixing-no-were-not-listening","http://americamagazine.org/content/all-things/gods-not-fixing-no-were-not-listening",NA,"117","109","0:03:43","105","86.67%","87.18%","$0.00","God's Isn't Fixing This? No, we're not listening."
"442","/content/all-things/narcissism-and-grandiosity-sexual-abuse","http://americamagazine.org/content/all-things/narcissism-and-grandiosity-sexual-abuse",NA,"117","110","0:11:16","110","79.28%","94.02%","$0.00","Narcissism and Grandiosity in Sexual Abuse"
"443","/content/all-things/pope-and-president-paul-vi-and-john-f-kennedy-solemn-handshake-and-bittersweet","http://americamagazine.org/content/all-things/pope-and-president-paul-vi-and-john-f-kennedy-solemn-handshake-and-bittersweet",NA,"115","108","0:08:41","106","89.72%","93.04%","$0.00","The solemn handshake between JFK and Pope Paul VI"
"444","/content/the-word/forgiven-sinners","http://americamagazine.org/content/the-word/forgiven-sinners",NA,"115","93","0:00:59","8","62.50%","19.13%","$0.00","Forgiven Sinners"
"445","/issue/435/article/jesuits-baghdad-1932-69","http://americamagazine.org/issue/435/article/jesuits-baghdad-1932-69",NA,"115","101","0:05:17","100","84.00%","85.22%","$0.00","The Jesuits of Baghdad: 1932-69"
"446","/issue/pope-no-social-climbers-money-and-power-harm-church","http://americamagazine.org/issue/pope-no-social-climbers-money-and-power-harm-church",NA,"115","104","0:02:31","18","66.67%","46.96%","$0.00","Pope Francis: Christians must overcome the temptation to be social climbers who seek power"
"447","/content/all-things/married-priest-responds-amoris-laetitia-9-questions-father-dwight-longenecker","http://americamagazine.org/content/all-things/married-priest-responds-amoris-laetitia-9-questions-father-dwight-longenecker",NA,"114","109","0:06:49","52","77.36%","72.81%","$0.00","A married priest responds to ‘Amoris Laetitia’: an interview Father Dwight Longenecker"
"448","/content/dispatches/commencement-controversy-season-part-iii","http://americamagazine.org/content/dispatches/commencement-controversy-season-part-iii",NA,"114","102","0:03:55","39","66.67%","44.74%","$0.00","Catholic commencement controversy: The perspective of a former university president"
"449","/content/dispatches/french-archbishop-christophe-pierre-expected-be-new-nuncio-united-states","http://americamagazine.org/content/dispatches/french-archbishop-christophe-pierre-expected-be-new-nuncio-united-states",NA,"114","102","0:01:52","91","76.09%","74.56%","$0.00","French-born Archbishop Christophe Pierre expected to be named papal nuncio to the United States"
"450","/issue/armenians-await-june-visit-pope-francis","http://americamagazine.org/issue/armenians-await-june-visit-pope-francis",NA,"114","106","0:03:59","101","87.13%","88.60%","$0.00","Armenians say 'whole population' set to welcome Pope Francis in June"
"451","/issue/patriarch-urges-leaders-attend-historic-orthodox-meeting","http://americamagazine.org/issue/patriarch-urges-leaders-attend-historic-orthodox-meeting",NA,"114","100","0:03:20","73","84.93%","73.68%","$0.00","Patriarch urges leaders to attend pan-Orthodox meeting"
"452","/issue/pope-travels-armenia-amid-new-tensions","http://americamagazine.org/issue/pope-travels-armenia-amid-new-tensions",NA,"114","105","0:04:16","82","89.02%","78.95%","$0.00","Pope travels to Armenia after genocide flap and new tensions"
"453","/content/the-word/shaping","http://americamagazine.org/content/the-word/shaping",NA,"113","97","0:00:33","5","80.00%","23.89%","$0.00","Shaping Up"
"454","/ebook","http://americamagazine.org/ebook",NA,"113","108","0:01:29","52","96.15%","59.29%","$0.00","E Books from America Press"
"455","/content/all-things/final-vows-whats","http://americamagazine.org/content/all-things/final-vows-whats",NA,"112","105","0:11:57","103","84.47%","90.18%","$0.00","Final Vows? What's That?"
"456","/content/dispatches/pope-francis-exhortation-magna-charta-world-meeting-families-dublin","http://americamagazine.org/content/dispatches/pope-francis-exhortation-magna-charta-world-meeting-families-dublin",NA,"111","100","0:08:30","34","76.47%","63.96%","$0.00","Pope Francis’ exhortation is the “Magna Carta” for World Meeting of Families in Dublin"
"457","/issue/bicentennial-bibles","http://americamagazine.org/issue/bicentennial-bibles",NA,"111","102","0:01:10","17","64.71%","28.83%","$0.00","Bringing the Word to the world for two centuries; what a difference 200 years makes"
"458","/issue/church-shopping","http://americamagazine.org/issue/church-shopping",NA,"111","103","0:08:24","96","89.80%","90.99%","$0.00","Why is it so hard for young Catholics to find the right parish?"
"459","/content/all-things/sacred-fire-qa-father-ron-rolheiser-omi","http://americamagazine.org/content/all-things/sacred-fire-qa-father-ron-rolheiser-omi",NA,"110","102","0:08:12","102","81.37%","89.09%","$0.00","Sacred Fire: Q&A with Father Ron Rolheiser OMI"
